ts_ms,valid_L,interp_L,side_L,pLx,pLy,pLz,qLx,qLy,qLz,qLw,valid_R,interp_R,side_R,pRx,pRy,pRz,qRx,qRy,qRz,qRw
1779153052026.806,1,0,0,-0.025768,0.233348,0.390872,0.935444,0.078423,-0.105649,0.328074,1,0,0,-0.079826,-0.194275,0.292366,-0.053449,-0.322143,-0.361067,0.873497
1779153052060.140,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,0,-0.080483,-0.194029,0.293722,0.408067,-0.467426,-0.136445,0.772254
1779153052093.473,1,0,0,-0.024199,0.231622,0.391158,0.940447,0.048471,-0.123863,0.312837,1,0,0,-0.080610,-0.192736,0.294988,0.912126,-0.056995,-0.085640,-0.396791
1779153052126.806,1,0,0,-0.023382,0.231419,0.390544,0.922261,0.068590,-0.098312,0.367511,1,0,0,-0.081105,-0.196101,0.291214,0.870595,0.039650,-0.032474,-0.489323
1779153052160.140,1,0,0,-0.024130,0.232561,0.390041,0.926642,0.050324,-0.101260,0.358535,1,0,0,-0.080657,-0.194645,0.293028,0.745963,-0.101317,-0.129174,-0.645437
1779153052193.473,1,0,0,-0.024103,0.234086,0.388315,0.932664,0.032816,-0.109777,0.342066,1,0,0,-0.083997,-0.195869,0.289205,-0.298088,-0.220757,-0.202699,0.906269
1779153052226.806,1,0,0,-0.025009,0.236831,0.386190,0.931908,0.014517,-0.113405,0.344203,1,0,0,-0.082543,-0.193433,0.292787,-0.743486,0.175603,0.176363,0.620716
1779153052260.140,1,0,0,-0.023615,0.238332,0.383082,0.937208,0.001568,-0.098852,0.334465,1,1,-1,-0.083052,-0.193842,0.291979,-0.771689,0.152713,0.162919,0.595510
1779153052293.473,1,0,0,-0.024494,0.240555,0.381425,0.938625,-0.014663,-0.095268,0.331197,1,1,0,-0.083646,-0.194369,0.290988,-0.788472,0.112501,0.133267,0.589826
1779153052326.806,1,0,0,-0.024668,0.242110,0.378142,0.937932,-0.026507,-0.086722,0.334753,1,1,-1,-0.084750,-0.195702,0.289568,-0.761697,0.050659,0.097628,0.638530
1779153052360.140,1,0,0,-0.025021,0.244338,0.376023,0.938800,-0.051043,-0.085643,0.329720,1,1,0,-0.085873,-0.197066,0.288131,-0.726846,-0.012438,0.060943,0.683978
1779153052393.473,1,0,0,-0.025196,0.246809,0.373451,0.932286,-0.058186,-0.084984,0.346750,1,0,0,-0.087231,-0.195913,0.289828,-0.711036,0.082147,0.166838,0.678119
1779153052426.806,1,0,0,-0.025181,0.249346,0.370610,0.927288,-0.050961,-0.069272,0.364336,1,1,-1,-0.086435,-0.196037,0.288821,-0.279938,-0.163056,-0.078555,0.942803
1779153052460.140,1,0,0,-0.025110,0.251889,0.367812,0.919357,-0.050584,-0.070219,0.383788,1,1,0,-0.085556,-0.196214,0.287707,0.276366,-0.354837,-0.304708,0.839563
1779153052493.473,1,0,0,-0.022461,0.253429,0.364961,0.913968,-0.034029,-0.068787,0.398464,1,0,0,-0.086940,-0.193950,0.290416,0.111631,-0.305895,-0.308877,0.893623
1779153052526.806,1,0,0,-0.024691,0.255436,0.363321,0.911796,-0.005891,-0.075414,0.403616,1,0,0,-0.086035,-0.192665,0.290910,-0.678666,0.088905,0.155177,0.712340
1779153052560.140,1,0,0,-0.025426,0.257103,0.362222,0.912919,0.013374,-0.087016,0.398532,1,0,0,-0.086398,-0.191817,0.291426,-0.717776,0.094564,0.160382,0.670920
1779153052593.473,1,0,0,-0.025982,0.258987,0.360695,0.916272,0.038135,-0.090531,0.388325,1,0,0,-0.084986,-0.193719,0.289043,-0.746153,-0.055702,0.085501,0.657908
